"","year","term"
"86972",2004,"pop"
"86981",2004,"rock"
"86992",1990,"pop"
"87001",1990,"rock"
"87012",1977,"pop"
"87021",1977,"rock"
"87032",1998,"pop"
"87041",1998,"rock"
"87052",1983,"pop"
"87061",1983,"rock"
"87072",1990,"pop"
"87081",1990,"rock"
"87095",2001,"indie"
"87108",2001,"jazz"
"87119",2001,"rock"
"87127",2004,"indie"
"87140",2004,"jazz"
"87151",2004,"rock"
"87159",2009,"indie"
"87172",2009,"jazz"
"87183",2009,"rock"
"87191",2001,"indie"
"87204",2001,"jazz"
"87215",2001,"rock"
"87244",1987,"rock"
"87250",1987,"jazz"
"87280",1987,"pop"
"87293",2001,"rock"
"87299",2001,"jazz"
"87329",2001,"pop"
"87342",1981,"rock"
"87348",1981,"jazz"
"87378",1981,"pop"
"87395",2000,"rock"
"87414",2000,"pop"
"87417",2000,"indie"
"87431",1995,"rock"
"87450",1995,"pop"
"87453",1995,"indie"
"87467",1998,"rock"
"87486",1998,"pop"
"87489",1998,"indie"
"87503",1995,"rock"
"87522",1995,"pop"
"87525",1995,"indie"
"87539",1998,"rock"
"87558",1998,"pop"
"87561",1998,"indie"
"87585",1998,"rock"
"87612",1998,"rock"
"87639",2005,"rock"
"87666",2002,"rock"
"87684",2000,"rock"
"87706",1983,"rock"
"87738",1998,"hip hop"
"87746",2006,"pop"
"87781",1993,"jazz"
"87785",1993,"rock"
"87794",1993,"hip hop"
"87815",2008,"jazz"
"87832",2002,"hip hop"
"87834",2002,"rock"
"87850",2002,"indie"
"87864",2002,"pop"
"87873",1970,"hip hop"
"87875",1970,"rock"
"87891",1970,"indie"
"87905",1970,"pop"
"87924",2007,"rock"
"87960",2006,"rock"
"87987",2008,"indie"
"87990",2008,"rock"
"87991",2008,"pop"
"88008",2006,"indie"
"88012",2006,"pop"
"88024",2006,"jazz"
"88025",2006,"rock"
"88045",2006,"indie"
"88049",2006,"pop"
"88061",2006,"jazz"
"88062",2006,"rock"
"88082",2006,"indie"
"88086",2006,"pop"
"88098",2006,"jazz"
"88099",2006,"rock"
"88119",2006,"indie"
"88123",2006,"pop"
"88135",2006,"jazz"
"88136",2006,"rock"
"88156",2006,"indie"
"88160",2006,"pop"
"88172",2006,"jazz"
"88173",2006,"rock"
"88193",2006,"indie"
"88197",2006,"pop"
"88209",2006,"jazz"
"88210",2006,"rock"
"88230",2006,"indie"
"88234",2006,"pop"
"88246",2006,"jazz"
"88247",2006,"rock"
"88267",2006,"indie"
"88271",2006,"pop"
"88283",2006,"jazz"
"88284",2006,"rock"
"88294",1993,"indie"
"88308",1993,"rock"
"88316",1993,"pop"
"88324",1976,"indie"
"88338",1976,"rock"
"88346",1976,"pop"
"88354",1972,"indie"
"88368",1972,"rock"
"88376",1972,"pop"
"88384",1990,"indie"
"88398",1990,"rock"
"88406",1990,"pop"
"88414",1988,"indie"
"88428",1988,"rock"
"88436",1988,"pop"
"88448",2009,"rock"
"88458",2009,"rock"
"88468",2009,"rock"
"88469",2008,"hip hop"
"88480",2008,"pop"
"88485",2008,"rock"
"88503",2008,"jazz"
"88526",1994,"rock"
"88531",1994,"hip hop"
"88552",1994,"pop"
"88559",1994,"indie"
"88570",1995,"rock"
"88575",1995,"hip hop"
"88596",1995,"pop"
"88603",1995,"indie"
"88614",2000,"indie"
"88617",2000,"rock"
"88630",2000,"indie"
"88633",2000,"rock"
"88646",2000,"indie"
"88649",2000,"rock"
"88662",2003,"indie"
"88665",2003,"rock"
"88678",2000,"indie"
"88681",2000,"rock"
"88690",2001,"jazz"
"88718",1988,"jazz"
"88746",2001,"jazz"
"88774",2006,"jazz"
"88802",2002,"jazz"
"88830",2006,"indie"
"88836",2006,"rock"
"88842",2006,"pop"
"88861",1979,"rock"
"88896",2010,"rock"
"88914",2006,"rock"
"88935",1995,"rock"
"88937",1995,"indie"
"88938",1995,"jazz"
"88943",1995,"pop"
"88966",2001,"rock"
"88968",2001,"indie"
"88969",2001,"jazz"
"88974",2001,"pop"
"88997",2000,"rock"
"88999",2000,"indie"
"89000",2000,"jazz"
"89005",2000,"pop"
"89028",1993,"rock"
"89030",1993,"indie"
"89031",1993,"jazz"
"89036",1993,"pop"
"89054",2005,"hip hop"
"89078",2002,"hip hop"
"89102",2002,"hip hop"
"89126",2002,"hip hop"
"89165",2005,"jazz"
"89171",2007,"pop"
"89173",2007,"rock"
"89245",2001,"rock"
"89250",2001,"pop"
"89264",2003,"rock"
"89269",2003,"pop"
"89283",2003,"rock"
"89288",2003,"pop"
"89302",2004,"rock"
"89307",2004,"pop"
"89337",2004,"rock"
"89359",2004,"rock"
"89372",2007,"jazz"
"89375",1957,"rock"
"89387",1957,"jazz"
"89398",1957,"pop"
"89418",1994,"jazz"
"89424",1994,"rock"
"89432",1994,"pop"
"89466",2001,"jazz"
"89472",2001,"rock"
"89480",2001,"pop"
"89514",1994,"jazz"
"89520",1994,"rock"
"89528",1994,"pop"
"89562",1994,"jazz"
"89568",1994,"rock"
"89576",1994,"pop"
"89631",2006,"hip hop"
"89668",2008,"hip hop"
"89683",1993,"pop"
"89703",1993,"rock"
"89710",1993,"pop"
"89730",1993,"rock"
"89739",1998,"hip hop"
"89741",1998,"rock"
"89754",1998,"hip hop"
"89756",1998,"rock"
"89771",1992,"indie"
"89780",1992,"jazz"
"89781",1992,"hip hop"
"89788",1992,"rock"
"89814",1987,"indie"
"89823",1987,"jazz"
"89824",1987,"hip hop"
"89831",1987,"rock"
"89857",1987,"indie"
"89866",1987,"jazz"
"89867",1987,"hip hop"
"89874",1987,"rock"
"89900",1992,"indie"
"89909",1992,"jazz"
"89910",1992,"hip hop"
"89917",1992,"rock"
"89943",1987,"indie"
"89952",1987,"jazz"
"89953",1987,"hip hop"
"89960",1987,"rock"
"90015",2004,"rock"
"90025",2010,"pop"
"90028",2010,"indie"
"90046",1989,"rock"
"90057",1975,"rock"
"90068",1994,"rock"
"90079",1969,"rock"
"90090",2010,"rock"
"90100",2006,"rock"
"90123",2006,"pop"
"90131",2006,"indie"
"90135",1973,"indie"
"90143",1973,"hip hop"
"90145",1973,"pop"
"90158",1973,"rock"
"90188",1999,"pop"
"90189",1999,"indie"
"90204",1999,"jazz"
"90210",1999,"rock"
"90212",1999,"hip hop"
"90232",1999,"pop"
"90233",1999,"indie"
"90248",1999,"jazz"
"90254",1999,"rock"
"90256",1999,"hip hop"
"90272",1940,"jazz"
"90288",1940,"rock"
"90308",1940,"jazz"
"90324",1940,"rock"
"90347",1994,"indie"
"90361",1994,"rock"
"90376",1994,"pop"
"90387",1999,"indie"
"90401",1999,"rock"
"90416",1999,"pop"
"90427",1992,"indie"
"90441",1992,"rock"
"90456",1992,"pop"
"90467",1994,"indie"
"90481",1994,"rock"
"90496",1994,"pop"
"90523",2004,"rock"
"90544",1980,"rock"
"90551",1980,"pop"
"90558",1980,"rock"
"90565",1980,"pop"
"90572",1982,"rock"
"90579",1982,"pop"
"90600",2005,"rock"
"90602",2005,"jazz"
"90636",1996,"rock"
"90638",1996,"jazz"
"90672",2008,"rock"
"90674",2008,"jazz"
"90707",2005,"pop"
"90711",2005,"indie"
"90717",2005,"rock"
"90733",1989,"pop"
"90737",1989,"indie"
"90743",1989,"rock"
"90756",2003,"rock"
"90781",2003,"jazz"
"90801",2004,"rock"
"90826",2004,"jazz"
"90846",1999,"rock"
"90871",1999,"jazz"
"90884",2006,"pop"
"90885",2006,"hip hop"
"90901",2006,"rock"
"90909",2004,"pop"
"90910",2004,"hip hop"
"90926",2004,"rock"
"90934",2000,"pop"
"90935",2000,"hip hop"
"90951",2000,"rock"
"90964",2004,"rock"
"91079",2003,"jazz"
"91125",1995,"jazz"
"91171",1997,"jazz"
"91217",1997,"jazz"
"91259",2010,"rock"
"91266",2010,"indie"
"91282",2010,"pop"
"91292",2010,"jazz"
"91303",2002,"rock"
"91310",2002,"indie"
"91326",2002,"pop"
"91336",2002,"jazz"
"91347",2001,"rock"
"91354",2001,"indie"
"91370",2001,"pop"
"91380",2001,"jazz"
"91391",2007,"rock"
"91398",2007,"indie"
"91414",2007,"pop"
"91424",2007,"jazz"
"91469",2009,"rock"
"91477",2009,"jazz"
"91489",2009,"pop"
"91517",2008,"rock"
"91525",2008,"jazz"
"91537",2008,"pop"
"91551",1981,"pop"
"91559",1981,"rock"
"91573",1998,"pop"
"91581",1998,"rock"
"91595",1983,"pop"
"91603",1983,"rock"
"91611",2005,"hip hop"
"91624",2005,"pop"
"91629",2005,"hip hop"
"91642",2005,"pop"
"91647",2005,"hip hop"
"91660",2005,"pop"
"91665",2006,"rock"
"91680",2006,"rock"
"91695",1979,"rock"
"91710",1980,"rock"
"91724",2006,"pop"
"91728",2006,"rock"
"91744",2009,"pop"
"91760",2009,"rock"
"91765",2005,"hip hop"
"91790",2005,"rock"
"91808",2006,"hip hop"
"91833",2006,"rock"
"91851",2003,"hip hop"
"91876",2003,"rock"
"91894",1997,"hip hop"
"91919",1997,"rock"
"91937",2001,"hip hop"
"91962",2001,"rock"
"91976",2008,"rock"
"92003",2008,"indie"
"92016",2008,"rock"
"92043",2008,"indie"
"92057",1988,"rock"
"92098",1988,"jazz"
"92101",1988,"rock"
"92142",1988,"jazz"
"92145",1988,"rock"
"92186",1988,"jazz"
"92189",2004,"rock"
"92230",2004,"jazz"
"92233",2002,"rock"
"92251",2002,"pop"
"92273",2002,"hip hop"
"92277",2004,"rock"
"92295",2004,"pop"
"92317",2004,"hip hop"
"92321",2004,"rock"
"92339",2004,"pop"
"92361",2004,"hip hop"
"92368",2008,"rock"
"92371",2008,"pop"
"92399",2003,"rock"
"92402",2003,"pop"
"92431",1997,"rock"
"92435",1997,"pop"
"92443",1997,"indie"
"92457",1995,"rock"
"92461",1995,"pop"
"92469",1995,"indie"
"92483",2004,"rock"
"92487",2004,"pop"
"92495",2004,"indie"
"92504",1972,"rock"
"92515",1972,"hip hop"
"92537",1972,"jazz"
"92550",1999,"hip hop"
"92555",1999,"pop"
"92565",1999,"jazz"
"92584",1999,"rock"
"92598",1988,"hip hop"
"92603",1988,"pop"
"92613",1988,"jazz"
"92632",1988,"rock"
"92655",2008,"jazz"
"92675",2008,"pop"
"92676",2008,"hip hop"
"92694",2005,"jazz"
"92714",2005,"pop"
"92715",2005,"hip hop"
"92733",2008,"jazz"
"92753",2008,"pop"
"92754",2008,"hip hop"
"92772",2003,"jazz"
"92792",2003,"pop"
"92793",2003,"hip hop"
"92823",1963,"rock"
"92833",1963,"hip hop"
"92840",1963,"pop"
"92857",1963,"jazz"
"92873",1963,"rock"
"92883",1963,"hip hop"
"92890",1963,"pop"
"92907",1963,"jazz"
"92923",1963,"rock"
"92933",1963,"hip hop"
"92940",1963,"pop"
"92957",1963,"jazz"
"92959",1984,"jazz"
"92972",1984,"rock"
"92987",1998,"jazz"
"93000",1998,"rock"
"93018",2009,"pop"
"93021",2009,"indie"
"93028",2009,"rock"
"93030",2008,"rock"
"93031",2008,"jazz"
"93034",2008,"pop"
"93036",2008,"hip hop"
"93070",2008,"rock"
"93071",2008,"jazz"
"93074",2008,"pop"
"93076",2008,"hip hop"
"93110",1997,"rock"
"93111",1997,"jazz"
"93114",1997,"pop"
"93116",1997,"hip hop"
"93150",2009,"pop"
"93151",2009,"jazz"
"93167",2009,"indie"
"93171",2009,"rock"
"93173",2009,"hip hop"
"93191",2003,"pop"
"93192",2003,"jazz"
"93208",2003,"indie"
"93212",2003,"rock"
"93214",2003,"hip hop"
"93232",2002,"pop"
"93233",2002,"jazz"
"93249",2002,"indie"
"93253",2002,"rock"
"93255",2002,"hip hop"
"93273",2003,"pop"
"93274",2003,"jazz"
"93290",2003,"indie"
"93294",2003,"rock"
"93296",2003,"hip hop"
"93314",2004,"pop"
"93318",2004,"hip hop"
"93325",2004,"jazz"
"93333",2004,"indie"
"93334",2004,"pop"
"93338",2004,"hip hop"
"93345",2004,"jazz"
"93353",2004,"indie"
"93354",2003,"hip hop"
"93358",2003,"pop"
"93375",1987,"rock"
"93376",1987,"pop"
"93390",1987,"jazz"
"93395",1998,"rock"
"93396",1998,"pop"
"93410",1998,"jazz"
"93415",1987,"rock"
"93416",1987,"pop"
"93430",1987,"jazz"
"93435",2006,"rock"
"93436",2006,"pop"
"93450",2006,"jazz"
"93455",2005,"hip hop"
"93468",1997,"hip hop"
"93481",2000,"hip hop"
"93494",1991,"hip hop"
"93505",2003,"rock"
"93542",2002,"rock"
"93589",2000,"pop"
"93611",2000,"rock"
"93614",2000,"jazz"
"93615",2000,"hip hop"
"93634",2001,"pop"
"93656",2001,"rock"
"93659",2001,"jazz"
"93660",2001,"hip hop"
"93679",1994,"pop"
"93701",1994,"rock"
"93704",1994,"jazz"
"93705",1994,"hip hop"
"93724",1996,"pop"
"93746",1996,"rock"
"93749",1996,"jazz"
"93750",1996,"hip hop"
"93769",2004,"pop"
"93791",2004,"rock"
"93794",2004,"jazz"
"93795",2004,"hip hop"
"93814",2006,"pop"
"93836",2006,"rock"
"93839",2006,"jazz"
"93840",2006,"hip hop"
"93861",1994,"rock"
"93891",1999,"rock"
"93921",1997,"rock"
"93951",2006,"rock"
"93981",2003,"rock"
"94011",2006,"rock"
"94041",1994,"rock"
"94071",1994,"rock"
"94089",2008,"rock"
"94100",2008,"indie"
"94109",2008,"pop"
"94125",1995,"rock"
"94140",1995,"hip hop"
"94168",1994,"rock"
"94183",1994,"hip hop"
"94211",1997,"rock"
"94226",1997,"hip hop"
"94260",1998,"rock"
"94270",1998,"indie"
"94273",1998,"pop"
"94277",1998,"jazz"
"94297",1998,"hip hop"
"94301",1999,"pop"
"94303",1999,"rock"
"94309",1999,"jazz"
"94317",1993,"pop"
"94319",1993,"rock"
"94325",1993,"jazz"
"94333",2003,"pop"
"94335",2003,"rock"
"94341",2003,"jazz"
"94349",1977,"pop"
"94351",1977,"rock"
"94357",1977,"jazz"
"94368",2008,"pop"
"94374",2008,"rock"
"94381",2007,"pop"
"94387",2007,"rock"
"94394",2008,"pop"
"94400",2008,"rock"
"94407",2009,"pop"
"94413",2009,"rock"
"94417",1974,"rock"
"94424",1974,"indie"
"94439",1995,"indie"
"94462",1994,"indie"
"94516",2006,"hip hop"
"94540",1981,"rock"
"94561",1981,"jazz"
"94566",1981,"hip hop"
"94595",2003,"pop"
"94620",2007,"rock"
"94632",2007,"indie"
"94637",2005,"indie"
"94639",2005,"rock"
"94655",2007,"indie"
"94657",2007,"rock"
"94673",2008,"indie"
"94675",2008,"rock"
"94691",2007,"indie"
"94693",2007,"rock"
"94709",2008,"indie"
"94711",2008,"rock"
"94727",2003,"indie"
"94729",2003,"rock"
"94745",2007,"indie"
"94747",2007,"rock"
"94773",2006,"pop"
"94775",2006,"jazz"
"94782",2006,"hip hop"
"94783",2006,"rock"
"94795",2001,"rock"
"94801",2001,"jazz"
"94849",1966,"pop"
"94869",1966,"rock"
"94876",1966,"indie"
"94894",1968,"pop"
"94914",1968,"rock"
"94921",1968,"indie"
"94939",1966,"pop"
"94959",1966,"rock"
"94966",1966,"indie"
"94984",1965,"pop"
"95004",1965,"rock"
"95011",1965,"indie"
"95029",1967,"pop"
"95049",1967,"rock"
"95056",1967,"indie"
"95060",2007,"pop"
"95069",2007,"rock"
"95079",2005,"rock"
"95108",2006,"pop"
"95122",2006,"rock"
"95135",2003,"pop"
"95149",2003,"rock"
"95162",2003,"pop"
"95176",2003,"rock"
"95189",1993,"pop"
"95203",1993,"rock"
"95216",1996,"pop"
"95230",1996,"rock"
"95243",1994,"pop"
"95257",1994,"rock"
"95269",1985,"pop"
"95302",1985,"hip hop"
"95303",1985,"jazz"
"95317",2006,"pop"
"95350",2006,"hip hop"
"95351",2006,"jazz"
"95369",2009,"indie"
"95383",2009,"rock"
"95393",1995,"hip hop"
"95407",1995,"rock"
"95436",1997,"hip hop"
"95457",1997,"hip hop"
"95478",1997,"hip hop"
"95491",2007,"jazz"
"95496",2007,"rock"
"95507",2007,"hip hop"
"95531",2007,"pop"
"95532",2007,"rock"
"95549",2007,"indie"
"95563",2007,"pop"
"95564",2007,"rock"
"95581",2007,"indie"
"95614",2001,"rock"
"95622",2001,"pop"
"95625",2001,"indie"
"95630",2001,"hip hop"
"95633",2001,"jazz"
"95658",2003,"rock"
"95666",2003,"pop"
"95669",2003,"indie"
"95674",2003,"hip hop"
"95677",2003,"jazz"
"95702",2005,"rock"
"95710",2005,"pop"
"95713",2005,"indie"
"95718",2005,"hip hop"
"95721",2005,"jazz"
"95746",2007,"rock"
"95754",2007,"pop"
"95757",2007,"indie"
"95762",2007,"hip hop"
"95765",2007,"jazz"
"95790",2005,"rock"
"95798",2005,"pop"
"95801",2005,"indie"
"95806",2005,"hip hop"
"95809",2005,"jazz"
"95836",1999,"rock"
"95837",1999,"indie"
"95842",1999,"jazz"
"95863",1999,"hip hop"
"95885",2007,"indie"
"95890",2007,"hip hop"
"95891",2007,"pop"
"95901",2006,"pop"
"95903",2006,"hip hop"
"95911",2006,"rock"
"95924",2000,"hip hop"
"95939",2000,"hip hop"
"95949",2008,"rock"
"95993",2003,"rock"
"95999",2003,"hip hop"
"96019",2003,"pop"
"96039",2003,"indie"
"96041",2010,"rock"
"96047",2010,"hip hop"
"96067",2010,"pop"
"96087",2010,"indie"
"96089",2008,"rock"
"96095",2008,"hip hop"
"96115",2008,"pop"
"96135",2008,"indie"
"96137",2008,"rock"
"96143",2008,"hip hop"
"96163",2008,"pop"
"96183",2008,"indie"
"96185",2006,"rock"
"96191",2006,"hip hop"
"96211",2006,"pop"
"96231",2006,"indie"
"96232",2007,"rock"
"96275",2004,"indie"
"96285",2004,"pop"
"96290",2004,"hip hop"
"96293",2004,"rock"
"96308",2004,"jazz"
"96353",2010,"indie"
"96363",2010,"pop"
"96368",2010,"hip hop"
"96371",2010,"rock"
"96386",2010,"jazz"
"96401",2009,"rock"
"96415",2008,"rock"
"96433",1993,"hip hop"
"96434",1993,"jazz"
"96440",1993,"indie"
"96452",1993,"rock"
"96460",1993,"pop"
"96478",1993,"hip hop"
"96479",1993,"jazz"
"96485",1993,"indie"
"96497",1993,"rock"
"96505",1993,"pop"
"96523",1993,"hip hop"
"96524",1993,"jazz"
"96530",1993,"indie"
"96542",1993,"rock"
"96550",1993,"pop"
"96568",2001,"hip hop"
"96569",2001,"jazz"
"96575",2001,"indie"
"96587",2001,"rock"
"96595",2001,"pop"
"96613",1993,"hip hop"
"96614",1993,"jazz"
"96620",1993,"indie"
"96632",1993,"rock"
"96640",1993,"pop"
"96656",2006,"jazz"
"96666",2006,"pop"
"96685",2006,"rock"
"96695",1996,"jazz"
"96705",1996,"pop"
"96724",1996,"rock"
"96734",2006,"jazz"
"96744",2006,"pop"
"96763",2006,"rock"
"96780",2003,"jazz"
"96782",2003,"rock"
"96801",2003,"jazz"
"96803",2003,"rock"
"96819",1989,"rock"
"96834",1989,"pop"
"96859",2007,"rock"
"96864",2007,"indie"
"96873",2007,"hip hop"
"96893",2007,"rock"
"96898",2007,"indie"
"96907",2007,"hip hop"
"96927",1997,"rock"
"96932",1997,"indie"
"96941",1997,"hip hop"
"96961",1987,"rock"
"96966",1987,"indie"
"96975",1987,"hip hop"
"96995",1997,"rock"
"97000",1997,"indie"
"97009",1997,"hip hop"
"97027",1995,"rock"
"97028",1995,"pop"
"97044",1995,"hip hop"
"97131",2006,"hip hop"
"97145",2006,"pop"
"97147",2006,"rock"
"97160",2006,"hip hop"
"97174",2006,"pop"
"97176",2006,"rock"
"97198",1993,"pop"
"97205",1993,"rock"
"97224",1999,"jazz"
"97232",1999,"hip hop"
"97243",2000,"jazz"
"97251",2000,"hip hop"
"97262",1999,"jazz"
"97270",1999,"hip hop"
"97281",1999,"jazz"
"97289",1999,"hip hop"
"97299",1991,"hip hop"
"97314",1991,"indie"
"97317",1991,"pop"
"97318",1991,"jazz"
"97329",1991,"rock"
"97336",2000,"hip hop"
"97351",2000,"indie"
"97354",2000,"pop"
"97355",2000,"jazz"
"97366",2000,"rock"
"97374",2008,"rock"
"97377",2008,"pop"
"97382",2008,"hip hop"
"97418",2008,"jazz"
"97425",2008,"jazz"
"97447",2008,"hip hop"
"97450",2008,"rock"
"97466",2008,"pop"
"97473",1997,"jazz"
"97495",1997,"hip hop"
"97498",1997,"rock"
"97514",1997,"pop"
"97524",2009,"rock"
"97538",2009,"jazz"
"97539",2009,"indie"
"97555",2009,"rock"
"97569",2009,"jazz"
"97570",2009,"indie"
"97582",2000,"jazz"
"97586",2000,"pop"
"97618",2005,"jazz"
"97622",2005,"pop"
"97663",1977,"rock"
"97671",1977,"pop"
"97689",1977,"rock"
"97697",1977,"pop"
"97723",2008,"rock"
"97762",2001,"jazz"
"97763",2001,"pop"
"97766",2001,"rock"
"97787",1984,"jazz"
"97788",1984,"pop"
"97791",1984,"rock"
"97812",1996,"jazz"
"97813",1996,"pop"
"97816",1996,"rock"
"97837",1999,"jazz"
"97838",1999,"pop"
"97841",1999,"rock"
"97862",2007,"jazz"
"97863",2007,"pop"
"97866",2007,"rock"
"97887",2009,"jazz"
"97888",2009,"pop"
"97891",2009,"rock"
"97912",1984,"jazz"
"97913",1984,"pop"
"97916",1984,"rock"
"97985",2000,"hip hop"
"98009",2001,"hip hop"
"98040",1981,"hip hop"
"98046",1981,"rock"
"98051",1981,"pop"
"98061",1981,"jazz"
"98088",2004,"rock"
"98096",2004,"pop"
"98118",2004,"indie"
"98121",2004,"rock"
"98129",2004,"hip hop"
"98146",2004,"pop"
"98158",2004,"jazz"
"98162",2004,"pop"
"98173",2004,"indie"
"98177",2004,"rock"
"98195",2008,"rock"
"98196",2008,"indie"
"98200",2008,"pop"
"98215",2004,"rock"
"98216",2004,"indie"
"98220",2004,"pop"
"98235",2004,"rock"
"98236",2004,"indie"
"98240",2004,"pop"
"98255",2004,"rock"
"98256",2004,"indie"
"98260",2004,"pop"
"98272",1998,"pop"
"98282",1998,"indie"
"98296",1998,"rock"
"98306",1998,"hip hop"
"98316",1993,"pop"
"98326",1993,"indie"
"98340",1993,"rock"
"98350",1993,"hip hop"
"98360",1998,"pop"
"98370",1998,"indie"
"98384",1998,"rock"
"98394",1998,"hip hop"
"98402",2008,"pop"
"98403",2008,"rock"
"98405",2008,"indie"
"98419",2003,"pop"
"98420",2003,"rock"
"98422",2003,"indie"
"98436",2005,"pop"
"98437",2005,"rock"
"98439",2005,"indie"
"98453",2005,"pop"
"98454",2005,"rock"
"98456",2005,"indie"
"98470",2005,"pop"
"98471",2005,"rock"
"98473",2005,"indie"
"98482",2004,"pop"
"98518",2004,"rock"
"98540",1997,"rock"
"98542",1997,"jazz"
"98546",1997,"pop"
"98565",1988,"pop"
"98585",1988,"rock"
"98590",1988,"indie"
"98593",1988,"pop"
"98613",1988,"rock"
"98618",1988,"indie"
"98621",1987,"pop"
"98641",1987,"rock"
"98646",1987,"indie"
"98649",1990,"pop"
"98669",1990,"rock"
"98674",1990,"indie"
"98679",2000,"jazz"
"98680",2000,"pop"
"98685",2000,"rock"
"98722",2000,"jazz"
"98723",2000,"pop"
"98728",2000,"rock"
"98765",1968,"jazz"
"98766",1968,"pop"
"98771",1968,"rock"
"98809",1973,"jazz"
"98829",1973,"pop"
"98859",1999,"jazz"
"98861",1999,"rock"
"98868",1999,"indie"
"98871",1999,"pop"
"98876",1999,"hip hop"
"98895",1994,"jazz"
"98897",1994,"rock"
"98904",1994,"indie"
"98907",1994,"pop"
"98912",1994,"hip hop"
"98931",2008,"jazz"
"98933",2008,"rock"
"98940",2008,"indie"
"98943",2008,"pop"
"98948",2008,"hip hop"
"98967",2008,"jazz"
"98969",2008,"rock"
"98976",2008,"indie"
"98979",2008,"pop"
"98984",2008,"hip hop"
"99003",2004,"jazz"
"99005",2004,"rock"
"99012",2004,"indie"
"99015",2004,"pop"
"99020",2004,"hip hop"
"99039",1999,"jazz"
"99041",1999,"rock"
"99048",1999,"indie"
"99051",1999,"pop"
"99056",1999,"hip hop"
"99075",2010,"jazz"
"99077",2010,"rock"
"99084",2010,"indie"
"99087",2010,"pop"
"99092",2010,"hip hop"
"99100",1993,"pop"
"99111",1993,"jazz"
"99135",1993,"rock"
"99142",2007,"hip hop"
"99144",2007,"rock"
"99145",2007,"pop"
"99147",2007,"jazz"
"99165",1947,"jazz"
"99167",1947,"rock"
"99181",2004,"jazz"
"99183",2004,"rock"
"99197",1947,"jazz"
"99199",1947,"rock"
"99210",1991,"indie"
"99223",1991,"jazz"
"99230",1991,"rock"
"99231",1991,"hip hop"
"99235",1991,"pop"
"99256",1999,"rock"
"99264",1999,"pop"
"99272",1999,"indie"
"99279",1999,"rock"
"99287",1999,"pop"
"99295",1999,"indie"
"99302",1999,"rock"
"99310",1999,"pop"
"99318",1999,"indie"
"99342",1970,"rock"
"99354",1970,"hip hop"
"99364",2008,"indie"
"99369",2008,"pop"
"99376",2008,"rock"
"99414",1997,"rock"
"99431",2003,"rock"
"99448",2009,"rock"
"99465",2006,"rock"
"99482",2006,"rock"
"99499",2009,"rock"
"99506",2006,"indie"
"99516",2006,"pop"
"99518",2006,"rock"
"99520",1999,"indie"
"99530",1999,"pop"
"99532",1999,"rock"
"99534",2006,"indie"
"99544",2006,"pop"
"99546",2006,"rock"
"99548",1997,"indie"
"99558",1997,"pop"
"99560",1997,"rock"
"99562",2003,"indie"
"99572",2003,"pop"
"99574",2003,"rock"
"99576",2004,"indie"
"99586",2004,"pop"
"99588",2004,"rock"
"99613",2006,"rock"
"99632",1984,"rock"
"99676",1953,"jazz"
"99681",1953,"pop"
"99700",1975,"pop"
"99716",1975,"rock"
"99739",1975,"pop"
"99755",1975,"rock"
"99778",1973,"pop"
"99794",1973,"rock"
"99817",2008,"rock"
"99832",2010,"rock"
"99843",1987,"rock"
"99850",1987,"pop"
"99860",1987,"indie"
"99869",1987,"rock"
"99876",1987,"pop"
"99886",1987,"indie"
"99895",1996,"rock"
"99902",1996,"pop"
"99912",1996,"indie"
"99921",1993,"rock"
"99928",1993,"pop"
"99938",1993,"indie"
"99957",1994,"pop"
"99965",1994,"rock"
"99995",1977,"pop"
"99998",1977,"rock"
"100029",2009,"hip hop"
"100035",2009,"hip hop"
"100047",2009,"rock"
"100064",1995,"rock"
"100081",1995,"indie"
"100089",1995,"pop"
"100106",1970,"jazz"
"100110",1970,"pop"
"100126",1970,"rock"
"100163",2009,"rock"
"100164",2009,"jazz"
"100172",2007,"jazz"
"100180",2006,"hip hop"
"100185",2006,"rock"
"100205",2006,"hip hop"
"100210",2006,"rock"
"100230",2006,"hip hop"
"100235",2006,"rock"
"100268",2001,"rock"
"100270",2001,"hip hop"
"100292",2001,"jazz"
"100318",2006,"pop"
"100323",2006,"rock"
"100343",2006,"pop"
"100348",2006,"rock"
"100356",1998,"hip hop"
"100364",1998,"rock"
"100381",1991,"rock"
"100412",1995,"jazz"
"100436",1995,"rock"
"100445",1994,"jazz"
"100469",1994,"rock"
"100475",2007,"indie"
"100480",2007,"rock"
"100482",2007,"pop"
"100486",2005,"jazz"
