"","V1","V2","V3","V4"
"2805",2003,"TRAXQDR128F4260194","Juana Molina","Quiero"
"2806",2003,"TRBCRDS128F426018C","Juana Molina","El Perro"
"2807",2003,"TRARWQY128F1462A4C","Juelz Santana / Freekey Zeekey / Monique Garnett","Dipset (Santana's Town) (Skit)"
"2808",2003,"TRASUTG128F935A445","Kaizers Orchestra","Container"
"2809",2003,"TRBDRSG128F92D2583","Kalibas","From Ivory Towers Above The Control Grid"
"2810",2003,"TRADMUH128F146D3CD","Kanye West","Through The Wire"
"2811",2003,"TRAZBBP128E07845D4","Kanye West","School Spirit Skit 2"
"2812",2003,"TRATYCL12903CECAAC","Kenny Rogers","Where Does Rosie Go?"
"2813",2003,"TRADHGV128F4233DE0","Kim Wilson","Love Attack"
"2814",2003,"TRAIELD128F92DC682","Kings Of Leon","Genius"
"2815",2003,"TRAAEWG128F930B3A4","Kings Of Leon","Wicker Chair"
"2816",2003,"TRBEQFT128F146BD6D","Klaus Badelt","Moonlight Serenade"
"2817",2003,"TRAHXGG128F9350452","Korn","Right Now"
"2818",2003,"TRAGKAC128F4225537","La Mancha De Rolando","Melodia Simple"
"2819",2003,"TRBDOEI128F9329AE5","Las Niñas","Cuento De La Buena Pipa"
"2820",2003,"TRAZVYP128F1459AD9","Leona Naess","Star Signs"
"2821",2003,"TRBHXIS128F930BCED","Les Malpolis","Les Psys"
"2822",2003,"TRALPAI12903CBF247","Louisa Mark","Keep It Like It Is"
"2823",2003,"TRAGALM128F4236C86","Lyrics Born","Bad Dreams"
"2824",2003,"TRBATOI12903CEFF3A","Malefaction","Ongoing Plague"
"2825",2003,"TRAITHF128F423FDFE","Maria Bamford","Vennette"
"2826",2003,"TRAPSAQ128F426953A","Mariano Yanani","Stuck In A Moment You can't Get Out Of"
"2827",2003,"TRATAQC128F4269549","Mariano Yanani","I Still Haven't Found What I'm Looking For"
"2828",2003,"TRAMXPQ128F148B0C2","Mark Wills","How Bad Do You Want It"
"2829",2003,"TRAKXIR128F92CF85A","Mark Wills","That's A Woman"
"2830",2003,"TRBABKP128F932D6FC","Marshall Crenshaw","From Now Until Then"
"2831",2003,"TRAWULX128F4291255","Martina McBride","God's Will"
"2832",2003,"TRBAMFR128F4287A3C","Matt Redman","Facedown"
"2833",2003,"TRACKKI128F930CA83","Maurane / Lara Fabian","Mais La Vie"
"2834",2003,"TRANZBO12903CE2E9F","Maysa","Escuta_ Noel"
"2835",2003,"TRAUARF128F9337BD4","Midwest Product","Motivator"
"2836",2003,"TRBDKQI128F1465028","Milk Inc.","Nothing To You"
"2837",2003,"TRAUOAA128F4245ECF","Mississippi Mass Choir","It's Good To Know Jesus"
"2838",2003,"TRBAIAW128F92C5652","Motograter","Red (Main Version)"
"2839",2003,"TRBABGU128F93391B2","Murphy Lee / Zee","Murphy Lee"
"2840",2003,"TRBHKRZ128EF33DB4A","NG3","Tainted Love feat. Tatz"
"2841",2003,"TRAHSFC128F9303E8E","Nando Lauria","O Come All Ye Faithful"
"2842",2003,"TRACMLI128F424C865","Neviss","Epilog"
"2843",2003,"TRAQVMY128F424C862","Neviss","Spain"
"2844",2003,"TRACFOJ128F4253EFA","Nick Cave & The Bad Seeds","Still In Love"
"2845",2003,"TRAHSAW128F4253EFC","Nick Cave & The Bad Seeds","Rock Of Gibraltar"
"2846",2003,"TRAQTKV128F427BFA5","Nickelback featuring Kid Rock","Saturday Night's Alright (For Fighting)"
"2847",2003,"TRANULO128F422E6FE","Nightfall","Death Of Neira"
"2848",2003,"TRBDBXO128F42B3E45","Nolwenn Leroy","Etre Une Femme"
"2849",2003,"TRATNYK128F428F2D9","Obie Bermudez","Antes (Salsa Version)"
"2850",2003,"TRAYZXS12903CF1C4F","Old Man's Child","Life Deprived"
"2851",2003,"TRABGWT128F9334E43","Orquesta Aragón","Ven Morena"
"2852",2003,"TRAEGBE128F4284973","OutKast","Happy Valentine's Day"
"2853",2003,"TRAEVRI128F93608F3","Phil Collins","Welcome"
"2854",2003,"TRAIBMN128E0780C96","Placebo","Evalia"
"2855",2003,"TRAAUEO128E0780CB9","Placebo","English Summer Rain"
"2856",2003,"TRAFAIB128F426E636","Placebo","Where Is My Mind (XFM Live Version)"
"2857",2003,"TRANOEV128F427957F","Plump DJs","Weighed Down"
"2858",2003,"TRAKVJB128F4279598","Plump DJs","Contact 00"
"2859",2003,"TRACCXJ128F92E984B","Portable","Theresa"
"2860",2003,"TRAUVAR12903CBD9A4","Pyranja","Anfang Vom Ende"
"2861",2003,"TRBGIZH128F4252D9E","Radiohead","2 + 2 = 5"
"2862",2003,"TRAKVSG128EF34E609","Raphaël","La Mémoire Des Jours"
"2863",2003,"TRBBEHB128E0784F71","Reach 454","6 Yrs (Album Version )"
"2864",2003,"TRAASQC128F93480F0","Rise Against","Amber Changing"
"2865",2003,"TRAWRKT128E0788857","Rise Against","Swing Life Away"
"2866",2003,"TRBGPWE128F421CCB4","Roger Creager","All For The Sake Of The Song"
"2867",2003,"TRANLLT128F4226A66","Room 5","Hidden Sun"
"2868",2003,"TRACTTU128F423E9BC","Sapo","El Mes Alt"
"2869",2003,"TRBHLUB128F423E9BD","Sapo","Eduardo"
"2870",2003,"TRAWQXV128F14555B1","Sister Hazel","Come Around (LP Version)"
"2871",2003,"TRAIHWC128F9331CF0","Sizzla","Love & Devotion"
"2872",2003,"TRADFAQ128F428AC13","Skrape","Searching For Home"
"2873",2003,"TRACPZH128F9311764","Snow Patrol","Chocolate"
"2874",2003,"TRARAIO128E0780FDE","Snow Patrol","Spitting Games"
"2875",2003,"TRANQQZ128E079224E","Snow Patrol","Wow"
"2876",2003,"TRBCCJV128F92F23B0","Socialburn","Everyone (LP Version)"
"2877",2003,"TRAETPQ128F92E562A","Sonora Santanera","Estoy Pensando En Tí"
"2878",2003,"TRAZPQE12903CEDBDD","Speech","Have Fun Prelude"
"2879",2003,"TRBBLUO12903CEDBD2","Speech","A Talk With Dad"
"2880",2003,"TRBHPVP128E0785A51","Static-X","Control It (Album Version)"
"2881",2003,"TRBFAWM128E0785A59","Static-X","Transmission (Album Version)"
"2882",2003,"TRAJSNE128F9305CFD","Steinski","Hot Spot (Terrible Love Mix)"
"2883",2003,"TRATIHR128F9305D63","Steinski","Silent Partner (Peace Out)"
"2884",2003,"TRARBLB128F14AD018","Stephen Warbeck","Birth Of The Falls"
"2885",2003,"TRAIPWD128F4247FEF","Stew","L.A. Arteest Café"
"2886",2003,"TRABERS128F4247FE1","Stew","Tomorrow Gone"
"2887",2003,"TRAIIXC128F92EA806","Stille Volk","Orgasme Tellurique"
"2888",2003,"TRBACGF128F92C5774","Stone Temple Pilots","Down (LP Version)"
"2889",2003,"TRAGDAF128F92F928C","Stress Assassin","EU A4"
"2890",2003,"TRAUGHD128F42A8B9B","TEN MADISON","Elementro"
"2891",2003,"TRACLMT12903CA1F5C","Tanto Metro & Devonte","Honey I Sugar Pie"
"2892",2003,"TRAKQKT128F4259E25","Teenage Fanclub","The World'll Be OK"
"2893",2003,"TRAKARY128F427253E","The Ataris","The Hero Dies in This One"
"2894",2003,"TRBARJK128F9313126","The Cat's Miaow","Talking To Trees"
"2895",2003,"TRARTYI128F427E74C","The Chap","Volumatic Spacer Device"
"2896",2003,"TRAHFSC128F92EACAB","The Chieftains","The Raggle Taggle Gypsy"
"2897",2003,"TRBGGFE128E0785AC0","The Distillers","Coral Fang (Album Version)"
"2898",2003,"TRACAXP128F14A2127","The Exies","Creeper Kamikaze"
"2899",2003,"TRAFSAO128F92EFA4B","The Fabulous Thunderbirds","I Can't Quit You Baby (Live) [Never Released]"
"2900",2003,"TRBDNNY128F147C34C","The Fire Theft","Chain (Album Version)"
"2901",2003,"TRADRTD128F92DA070","The Forms","Innizar"
"2902",2003,"TRAMBRA128F92D257A","The James Taylor Quartet","The Obsession"
"2903",2003,"TRAYYKO128F92E133B","The Lord Weird Slough Feg","Baltech's Lament"
"2904",2003,"TRAWZJQ128F92E1314","The Lord Weird Slough Feg","The Spinward Marches"
"2905",2003,"TRAMCGL128F92F3D87","The Mars Volta","Eriatarka"
"2906",2003,"TRAMKDJ128F92F3D8B","The Mars Volta","Take The Veil Cerpin Taxt"
"2907",2003,"TRBBBUG128F148D65B","The Mars Volta","Inertiatic Esp"
"2908",2003,"TRACUXJ128E0785F2B","The Rapture","Killing"
"2909",2003,"TRASHPV128F4281CB1","The Strokes","Meet Me In The Bathroom"
"2910",2003,"TRAQRHA128F93001EB","The Strokes","Between Love & Hate"
"2911",2003,"TRAADLH12903CA70EE","The Suicide Machines","Burning In The Aftermath"
"2912",2003,"TRAFAQY12903CA70F7","The Suicide Machines","Your Silence"
"2913",2003,"TRBHMZS128F42658FF","Three 6 Mafia","Money Didn't Change Me"
"2914",2003,"TRBCUPT128F1462B73","Thrice","All That's Left"
"2915",2003,"TRAIIPY128F426B797","Tina Ann","Too Late (Orange Factory Extended Mix)"
"2916",2003,"TRBAADN128F426B7A4","Tina Ann","Rules of Attraction (Chris Cox)"
"2917",2003,"TRBAZEZ128F426B796","Tina Ann","I Do (Chris The Greek Remix)"
"2918",2003,"TRBFDOH128F933797E","Tinariwen","Chatma"
"2919",2003,"TRAQYZO128F930BC98","To My Surprise","Easy or Not (Album Version)"
"2920",2003,"TRBIHKT128F4290554","Toni Braxton Featuring Babyface","Give U My Heart"
"2921",2003,"TRAZNQI12903C9F8FC","Unwritten Law","Up All Night (Acoustic Live Album Version)"
"2922",2003,"TRATHSS128F9304F31","V'ro","Softcore"
"2923",2003,"TRAZRXP12903CBD6A9","Vonray","Part Of Me (LP Version)"
"2924",2003,"TRAGFIS128F14947B0","Whitesnake","Love Ain't No Stranger (2003 Digital Remaster)"
"2925",2003,"TRAEXXT128F427AF12","Williamson","Time You'll Never Get Back"
"2926",2003,"TRAFELG128F427C373","Wilshire","Special"
"2927",2003,"TRAGYLX128F427C5EC","Wilshire","When"
"2928",2003,"TRBCTRX128F4299237","Wyclef Jean featuring Prodigy of Mobb Deep","Rebel Music"
"2929",2003,"TRAUWFN128F1462E09","Yellowcard","One Year_ Six Months"
"2930",2003,"TRANLRX128F4259030","Zeromancer","Mosquito Coil"
"2931",2003,"TRBIHVW128F4233965","themselves","Crayon Sharpener"
"2932",2003,"TRBAZMR128F423395F","themselves","Directions to my special place"
"2933",2003,"TRAXGEA128EF33F237","ÄI-TIEM","Zeit für Streit"
"2934",2003,"TRAWBOS128EF33F24A","ÄI-TIEM","Äi Jo"
"2935",2004,"TRBGWVI128E0788AE7","22-20s","Hold On"
"2936",2004,"TRAUVSF128F14A0B6F","ATB","Collides With Beauty"
"2937",2004,"TRBEBYV128F14A0B65","ATB","Marrakech"
"2938",2004,"TRANVML128F426ACB2","Agnostic Front","No One Hears You"
"2939",2004,"TRAZHUK128E0789114","Akon","Lonely"
"2940",2004,"TRAATQC128F425AF61","Alexandre Desplat","Palmer enquête"
"2941",2004,"TRAIWMU128E0783D7D","Alexis HK","Juste Une Fois"
"2942",2004,"TRAHCTH128F9330B4A","Amoral","The Last Round"
"2943",2004,"TRATMRD12903CBA632","Anthony Blea Y Su Charanga","Tumba Randy"
"2944",2004,"TRBHBIT128F4292E42","Archie Bell and The Drells","I've Been Trying"
"2945",2004,"TRAMGPM128F9311196","Arctic Monkeys","From The Ritz To The Rubble"
"2946",2004,"TRASRXK128F9311176","Arctic Monkeys","Fake Tales Of San Francisco"
"2947",2004,"TRALEPN128F9311179","Arctic Monkeys","Dancing Shoes"
"2948",2004,"TRATESS128F934DA9F","Art Ensemble Of Chicago","Sirius Calling"
"2949",2004,"TRBHVTI128F934DAA4","Art Ensemble Of Chicago","He Took A Cab To Neptune"
"2950",2004,"TRAWFYX12903CA4766","Atomship","Whitfield"
"2951",2004,"TRARRQO128F427B5F5","Atreyu","You Eclipsed By Me (Album Version)"
"2952",2004,"TRANGQX128F422F1DE","Atreyu","Nevada's Grace (Album Version)"
"2953",2004,"TRALCHX128F422F1D9","Atreyu","The Remembrance Ballad (Album Version)"
"2954",2004,"TRAPMIV128F422F1D3","Atreyu","Blood Children (an Introduction) (Album Version)"
"2955",2004,"TRAQEKD128F425293D","Auf Der Maur","Taste You"
"2956",2004,"TRAGWKV128F92C316A","Avril Lavigne","How Does It Feel"
"2957",2004,"TRAHXMC128F4267B70","BT","Knowledge Of Self (Evol Intent Remix)"
"2958",2004,"TRAHQHK128F4288FC7","Bacilos","Sangre americana"
"2959",2004,"TRBCYOI128F1455566","Beastie Boys","Crawlspace"
"2960",2004,"TRAHLIF128F92E9CCF","Bebo Norman","Borrow Mine"
"2961",2004,"TRBGJZN12903D0D2FC","Bedrock","Emerald"
"2962",2004,"TRACULD128F935A67B","Behemoth","Before The Æons Came"
"2963",2004,"TRAPGPZ128E0784AB8","Ben Harper And The Blind Boys Of Alabama","Take My Hand"
"2964",2004,"TRANYLM128F1477EC9","Ben Jelen","Wicked Little Town (Album Version)"
"2965",2004,"TRAWIFJ128F4259E47","Berlin","Now It's My Turn (Aqualite Mix)"
"2966",2004,"TRAIJQV128F421B159","Bill Perry","Man  On The Side"
"2967",2004,"TRACILD128F930AF53","Bizzy Bone Presents","Intro"
"2968",2004,"TRAHKLC12903CC632E","Black Eyed Peas","Let's Get It Started"
"2969",2004,"TRAAGCZ128F93210FD","Black Eyed Peas","Let's Get It Started"
"2970",2004,"TRATYJI128F4255D27","Bombay Rockers","Rock Tha Party"
"2971",2004,"TRAVTEH128E07953EA","Bon Jovi","The Radio Saved My Life Tonight"
"2972",2004,"TRAQRYZ128F4291DCB","Britney Spears","My Prerogative"
"2973",2004,"TRBFATS128F9319AEB","Busdriver","Beauty Supply And Demand"
"2974",2004,"TRABTNT128F9315009","Byther Smith","So Unhappy"
"2975",2004,"TRAJLYW128F9313A2F","C.C. Adcock","Loaded Gun"
"2976",2004,"TRBDRBO128F9313A38","C.C. Adcock","Love N' Gold"
"2977",2004,"TRAUSFP128F42A6BEE","Cam'Ron","O.T. (Skit)"
"2978",2004,"TRBHNHZ128F42A6BEF","Cam'Ron","Bubble Music"
"2979",2004,"TRBAAOC128F42A6BEA","Cam'Ron","I'm A Chicken Head (Skit)"
"2980",2004,"TRADJGU128F42A6C00","Cam'Ron / JR Writer","Shake"
"2981",2004,"TRAKEDS128F9337392","Cargo Cult","Helium"
"2982",2004,"TRAVZZV128F42AE511","Carlos Nuñez","Camiño De Santiago"
"2983",2004,"TRBBCVJ128F425BE2C","Catupecu Machu","A Veces Vuelvo"
"2984",2004,"TRAOWVD128F930C0D1","Charlie Byrd","How Insensitive"
"2985",2004,"TRAUGNY12903CFEFB5","Chroma Key","Salvation"
"2986",2004,"TRANWCP12903CF31D3","Cliff Bruner","Milk Cow Blues"
"2987",2004,"TRAJNWY128E078907F","Cut Copy","Future"
"2988",2004,"TRAKORU12903CEDC22","D:Fuse","Living The Dream"
"2989",2004,"TRAJSRM12903CA068C","DJ Harry","Shadows"
"2990",2004,"TRASDUS12903CA0686","DJ Harry","Tragedy in Blue"
"2991",2004,"TRBFOKS12903CA0692","DJ Harry","Other Side of You"
"2992",2004,"TRBDGNU128E078A4AF","Daddy Yankee / May-Be","Que Vas A Hacer?"
"2993",2004,"TRAVROF128F421AC2D","Darden Smith","Mill Creek"
"2994",2004,"TRBGAXJ12903CB10B1","David Rose & His Orchestra","One Love"
"2995",2004,"TRAJNZF12903CB22A9","De La Soul / MF Doom","Rock Co.Kane Flow"
"2996",2004,"TRAMOLS128F92F99E3","Dealership","I Don't Want Your Love"
"2997",2004,"TRASFNS128F145247D","Death From Above 1979","Romantic Rights (Jesper Dahlback Remix)"
"2998",2004,"TRADKAX128E0786B92","Death From Above 1979","Romantic Rights"
"2999",2004,"TRAAPWD128F931ACD4","Deekline & Wizard","Sun Is Shining"
"3000",2004,"TRAMFAS12903CD7030","Deepest Blue","Is It A Sin"
"3001",2004,"TRAYIUY128F4289952","Deitrick Haddon","Stir The Gift"
"3002",2004,"TRACHHH128E0788A35","Dilated Peoples","Big Business"
"3003",2004,"TRAPOAD128E0788A38","Dilated Peoples","World On Wheels"
"3004",2004,"TRAZJFT128F4257871","Dilated Peoples Featuring Devin The Dude","Poisonous (Edited) (Feat. Devin The Dude)"
"3005",2004,"TRAZCNK128F42A515E","Django Asül","Agenda Zwei Null Eins Null"
"3006",2004,"TRAVAXK128F42A5166","Django Asül","Pränatalabhärtung"
"3007",2004,"TRAIJER128F9332661","Doug MacLeod","The Sun Shine Down My Way"
"3008",2004,"TRATGQO128F421B850","Elvenking","Pathfinders"
"3009",2004,"TRAVDQQ128F421B864","Elvenking","A Fiery Stride (Ltd. Edition Bonus)"
"3010",2004,"TRAESJK128E0792227","Eminem","Ricky Ticky Toc"
"3011",2004,"TRAIUPS128F92F2825","Ensiferum","Into Battle"
"3012",2004,"TRAMTIH128F933E8E4","Eric Burdon","Motorcycle girl"
"3013",2004,"TRAWHZK12903CB5A01","Everyday Sunday","Comfort Zone"
"3014",2004,"TRBGUTI128E07872F0","Fabolous","In My Hood (Explicit Album Version)"
"3015",2004,"TRAYKVH128F42AC993","Faithless","Mass Destruction"
"3016",2004,"TRAFSIP128F9301AE9","Faithless","Six"
"3017",2004,"TRACZUC128F92F0337","Finntroll","Hel Vete"
"3018",2004,"TRAFABO128F933DE53","Finntroll","Grottans Barn"
"3019",2004,"TRAYKVV12903CC6B9F","Fontaine Sisters","Silver Bells"
"3020",2004,"TRBBZWC128F93172DA","Four Tet","I've got Vilking in Me"
"3021",2004,"TRAEXTM128E07811E1","Frankee","Gotta Man"
"3022",2004,"TRABMDN128F4222B61","Fruko Y Sus Tesos","A La Memoria Del Muerto"
"3023",2004,"TRAVRTO128F4280C14","Future Leaders of the World","Spotlight"
"3024",2004,"TRBHEHF128F428385A","George Michael","Amazing"
"3025",2004,"TRBHKCL128F425A036","George Michael","Shoot The Dog"
"3026",2004,"TRAWNFQ12903CD2CCF","Gina V. D'Orio","Naval War"
"3027",2004,"TRBASEK128F9338E0F","Goldfish","Tracy"
"3028",2004,"TRBDPDP128F92E58C9","Gunther & the Sunshine Girls","Teeny Weeny String Bikini"
"3029",2004,"TRAXVGE128E0783F1D","Gwen Stefani","What You Waiting For?"
"3030",2004,"TRABCUQ128E0783E2B","Gwen Stefani","Harajuku Girls"
"3031",2004,"TRAIQUW128F4221467","Halfway to Gone","Turnpike"
"3032",2004,"TRAQSPU128F422146B","Halfway to Gone","Black Night"
"3033",2004,"TRAGLXF128E078703E","Handsome Boy Modeling School","I've Been Thinking featuring Cat Power (Album Version)"
"3034",2004,"TRBDOGK128F42372FD","Handsome Boy Modeling School","Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental)"
"3035",2004,"TRAZMND128F4269762","Harry Gregson-Williams","Sanchez Family"
"3036",2004,"TRBCUMB128F14AD232","Harry Gregson-Williams","The Ball"
"3037",2004,"TRAOJMY128E07836D9","Helmet","Everybody Loves You"
"3038",2004,"TRADVSU128E0786371","Hem","Redwing"
"3039",2004,"TRABZPI12903CEB0EC","Hot Chip","Ass Attack (Four Tet Remix)"
"3040",2004,"TRARGZR128F92E28D6","Hot Tuna","Parchman Farm"
"3041",2004,"TRBDETQ128F14B0CDD","Human Disease","Gold Flames Of Angels"
"3042",2004,"TRATAGT128F42807AF","Incubus","A Crow Left Of The Murder"
"3043",2004,"TRAIHSY128F1484AB6","Irma Thomas","I'm Gonna Cry Til' My Tears Run Dry"
"3044",2004,"TRBEEWS12903CD0B60","Jack Orsen feat. Fumanschu_ Justus","Getto Boys"
"3045",2004,"TRAXRLN128F425C047","Jacques Dutronc","Les Playboys (Version Espagnole)"
"3046",2004,"TRAUIYH128E078DA2F","Jake Hess","So Many Reasons"
"3047",2004,"TRBFHUS128F932F7BE","Jake Hess","I Know Where I Am Now"
"3048",2004,"TRBGIAQ128F1483BFE","Janet Jackson Featuring Kanye West","My Baby (Feat. Kanye West)"
"3049",2004,"TRBHSMF128F4285B9C","Jeff Scott Soto","If This Is The End"
"3050",2004,"TRAYBTO128F932008B","Jesse Malin","Since You're In Love"
"3051",2004,"TRAVSZP128F92C53A0","Jesse Malin","Going Out West"
"3052",2004,"TRAPDCB128F42824A6","Jessica Simpson","Take My Breath Away"
"3053",2004,"TRBCTFW128F931FBE9","Jimmy Page","Wailing Sounds"
"3054",2004,"TRAYEGN128F9361233","Joe Bonamassa","When She Dances"
"3055",2004,"TRBGTPL128E0783C11","Joe Lopez","Me Duele"
"3056",2004,"TRBCVKB128F9331EC6","John Williams","Old Man Rocking Chair"
"3057",2004,"TRAALUX12903CFD50B","Johnny Osbourne","Lend Me Your Chopper"
"3058",2004,"TRAPTDE12903CD42B4","Jope Ruonansuu","Aattelepa ite"
"3059",2004,"TRBHWVU12903CD4350","Jope Ruonansuu","Aulis Gerlander"
"3060",2004,"TRAXTSU128F4241835","Josh Groban","Mi Morena (Revised Live Version)"
"3061",2004,"TRAIQLE128F93167E7","Juana Molina","j Uh!"
"3062",2004,"TRAMHMO128F93167EA","Juana Molina","Isabel"
"3063",2004,"TRARPWX128F92CD69C","Julie Roberts","The Chance"
"3064",2004,"TRADQHV128F92CD663","Julie Roberts","Unlove Me"
"3065",2004,"TRARRJL128F92DED0E","Julie Zenatti","On Efface"
"3066",2004,"TRAVWYR128F92DED0F","Julie Zenatti","Dans Ces Villes"
"3067",2004,"TRAYJHF128F4294CB8","K'Naan","Smile"
"3068",2004,"TRAJZLM128F427CEB7","K-OS","B-Boy Stance"
"3069",2004,"TRAYYIN12903CAD8C6","K-OS","Man I Used To Be"
"3070",2004,"TRAEDYD128F425A868","K-OS","Clap Ur Handz"
"3071",2004,"TRAZNDI128F9321777","KRS-One","Freestyle Ministry (server Verbals)"
"3072",2004,"TRBFURI128F1455498","KT Tunstall","Under The Weather"
"3073",2004,"TRATHCF128F4293FC8","Kane","My Heart's Desire"
"3074",2004,"TRAHUWM128F42801C0","Keb' Mo'","I'm Amazing"
"3075",2004,"TRAXJVR12903CD2576","Keira Green","My Heart Goes Up"
"3076",2004,"TRALQZK128F429802D","Kings Of Leon","Day Old Blues"
"3077",2004,"TRARWHW12903CE84D3","Kristine W.","Save My Soul (Cypher UK Radio Edit)"
"3078",2004,"TRAHOSA128EF34B865","Krystof","Star"
"3079",2004,"TRAVJHK128E078370B","LL Cool J","Headsprung"
"3080",2004,"TRAJAHW128F429691D","Les Ogres De Barback","Flamme & co"
"3081",2004,"TRAMGJJ128F421487E","Lionel Richie","In My Dreams"
"3082",2004,"TRADNGD128E0780F88","Lloyd Banks","South Side Story"
"3083",2004,"TRANVKJ128F92F1561","Lonestar","Somebody's Someone"
"3084",2004,"TRAKEFC128F4271F38","Lord Sterling","Poison Lips"
"3085",2004,"TRALCFV128F93417AD","Los Auténticos Decadentes","Que Vas A Hacer Conmigo"
"3086",2004,"TRBHRGA128F4268884","Low Millions","Eleanor"
"3087",2004,"TRAMRFE128F4267DF3","Mando Diao","Annie's Angle"
"3088",2004,"TRANCOS128F4267DFB","Mando Diao","All My Senses"
"3089",2004,"TRAYMXW128F9308106","Marcie Blane","Wer Einmal 'A' Gesagt (What Does A Girl Do?)"
"3090",2004,"TRAXDPS128F14AD21B","Marco Beltrami","Nomads Alive"
"3091",2004,"TRAZMAV128F14AD215","Marco Beltrami","Franks Plea"
"3092",2004,"TRBGNPH128F14AD17E","Marco Beltrami","1001 Robots"
"3093",2004,"TRAJAZP128F4290FF9","Mastodon","Megalodon"
"3094",2004,"TRACTLX128F42A51F6","Matisyahu","Exaltation"
"3095",2004,"TRAIZQI128F42A51F9","Matisyahu","Refuge"
"3096",2004,"TRAJIIR128F149AE01","Mau Mau","Paseo Colòn"
"3097",2004,"TRBBBEA128F93391BA","Maximilian Hecker","Sleepy Lad"
"3098",2004,"TRAEGRU128F9358874","Michael Whalen","A New Heart"
"3099",2004,"TRBBTLA128F4226907","Miossec","Désolé Pour La Poussière"
"3100",2004,"TRABBXU128F92FEF48","Mitch Ryder","Jenny Take a Ride"
"3101",2004,"TRADODV128F4283EB6","Mobb Deep","Got It Twisted"
"3102",2004,"TRAKFYU128F4283EB5","Mobb Deep featuring Nate Dogg","Dump"
"3103",2004,"TRAIKAW128E0785000","Moments In Grace","Broken Promises (album version)"
"3104",2004,"TRAYFPK128E07850DC","Moments In Grace","Stratus (EP Version)"
"3105",2004,"TRADPDI128F92EBD32","Monster Magnet","CNN War Theme"
"3106",2004,"TRARCSJ12903CA71D8","MxPx","Grey Skies Turn Blue"
"3107",2004,"TRAXEHW128F423E590","My Chemical Romance","You Know What They Do To Guys Like Us In Prison (Album Version)"
"3108",2004,"TRAOYFS128F423E593","My Chemical Romance","Interlude (Album Version)"
"3109",2004,"TRAIUYZ128F425BD2F","Múm","Nightly Cares"
"3110",2004,"TRAXUHM128E078900C","N.E.R.D.","Don't Worry About It (Edited)"
"3111",2004,"TRAWFTQ12903CAC1FA","Natasha Bedingfield","These Words"
"3112",2004,"TRBAVVM128F4250938","Nightfall","So(u)l Invictus"
"3113",2004,"TRBFNZT128F429201E","Nightwish","Kuolema Tekee Taiteilijan"
"3114",2004,"TRBHSJU12903CE888A","Non Stop DJs","Hoes & Discos"
"3115",2004,"TRBGXJO12903CE888B","Non Stop DJs","Hydraulic Pimp"
"3116",2004,"TRAZYVR128F4280A24","Northern State","Last Night"
"3117",2004,"TRANZYU128F4229CDB","Novaspace","Summer Of Love"
